Episode,Metrics/Avg_EndToEnd_Delay_ms,Metrics/SLA_Success_Rate,Metrics/Load_Variance,Metrics/Total_Cost,Metrics/AI_Instance_Thrashing,Metrics/Truncated_Actions,Rewards/R_base,Rewards/Penalty_SLA,Rewards/Penalty_Smoothness,Rewards/Penalty_Intent,CMDP/Dynamic_Lambda_SLA,Total_Reward
162,2852.811,0.40234375,0.07211803,61.0976565334131,564.0,122.0,61.4592605055484,-27.276900070000806,-28.199999999999996,-6.100000000000001,0.3626500918818934,-21.713142
163,2349.1755,0.22265625,0.061864745,52.44609400507761,391.0,216.0,64.25953818844442,-35.811862680718484,-19.549999999999997,-10.799999999999999,0.3643587676991997,-17.57331
164,2253.3198,0.44140625,0.048994657,53.48828155529918,422.0,63.0,72.02596702760431,-25.77011610202395,-21.09999999999999,-3.1500000000000004,0.36644927243229447,-0.99128693
165,926.44434,0.7265625,0.062487047,60.41406278440263,418.0,123.0,88.78167385572387,-12.6465988900836,-20.899999999999995,-6.150000000000003,0.36710589171236996,9.032607
166,1121.0887,0.48046875,0.03418863,41.49218775436748,277.0,253.0,86.73270941154517,-23.946026272503826,-13.849999999999996,-12.65,0.36677819460419203,3.9226265
167,966.58777,0.83984375,0.06380524,58.17031275748741,541.0,246.0,89.58555359054058,-7.35143543766623,-27.049999999999983,-12.3,0.3666243735655877,-12.727125
168,1482.8873,0.513671875,0.048153196,58.27656278107315,371.0,244.0,75.25422833384621,-22.352671131989645,-18.549999999999994,-12.200000000000003,0.36613357398185636,-6.6358953
169,2282.165,0.498046875,0.07306778,58.54843776195776,533.0,140.0,68.19434377170018,-23.14753541675244,-26.650000000000006,-7.000000000000003,0.3670511477381993,-15.825873
170,1358.4552,0.8515625,0.066575125,65.39843781420495,448.0,49.0,86.19286116539398,-6.832940200618985,-22.399999999999995,-2.45,0.366867935971025,13.328426
171,3500.3142,0.185546875,0.06520989,59.3804690404213,440.0,181.0,59.69689793924442,-37.8236137027938,-21.99999999999999,-9.050000000000002,0.36718958746877917,-21.993757
172,1584.4093,0.48828125,0.057095073,59.848437799024396,392.0,102.0,73.8378376201104,-23.72495730292752,-19.59999999999999,-5.100000000000002,0.3690966838423578,-0.3293252
173,382.8132,0.876953125,0.05692739,60.210937763913535,403.0,176.0,97.20164941635979,-5.733539588394737,-20.149999999999988,-8.800000000000004,0.368821175802132,12.421867
174,1471.1307,0.49609375,0.04896778,49.543750275624916,429.0,65.0,76.89689773623661,-23.299093930636296,-21.44999999999998,-3.2500000000000004,0.3683265679172179,1.5216839
175,964.108,0.556640625,0.024025593,43.404687718022615,222.0,414.0,91.04280830849771,-20.566739424010514,-11.100000000000001,-20.7,0.3688358061906863,0.1670049
176,1168.2603,0.689453125,0.06378502,77.65625029965304,523.0,99.0,81.92072830766934,-14.388348325611634,-26.149999999999995,-4.950000000000001,0.3690626174672988,-4.10878
177,1759.5814,0.44140625,0.06394201,56.162500265287235,480.0,192.0,77.91318719397631,-26.01729068789635,-24.0,-9.600000000000001,0.36934486454393534,-13.791785
178,2018.9648,0.57421875,0.049932804,74.87343777727801,392.0,178.0,75.81973332256003,-19.74597142641098,-19.59999999999999,-8.9,0.3700634258535353,-3.3491182
179,3641.2031,0.150390625,0.04043872,47.51875031972304,336.0,166.0,61.78124361263681,-39.94189053458991,-16.799999999999997,-8.300000000000002,0.3717629530857737,-14.100691
180,872.20483,0.65625,0.0437982,48.22578152274946,316.0,153.0,89.2736055748945,-15.988311223729143,-15.799999999999999,-7.650000000000002,0.37309761640714184,13.94618
181,318.52594,0.822265625,0.050200507,47.09687529504299,320.0,181.0,98.38175407918945,-8.190082734776269,-16.000000000000004,-9.050000000000002,0.3721225683935817,20.089777
182,960.52826,0.623046875,0.06371596,46.445312776602805,402.0,121.0,88.10053980752046,-17.589953882542375,-20.09999999999999,-6.050000000000004,0.371791238787175,7.71428
183,3386.299,0.16015625,0.052514523,50.800781512924004,438.0,144.0,59.48872566672669,-39.62124100813384,-21.899999999999977,-7.200000000000003,0.3730220213074537,-20.620218
184,1677.1356,0.51171875,0.06075757,53.13281276926864,420.0,175.0,79.42526352018952,-23.1141160058961,-20.999999999999982,-8.750000000000004,0.37504930510531487,-4.641067
185,2792.7292,0.34375,0.05220285,51.78515651455382,435.0,157.0,69.06713007441148,-31.155053198993347,-21.749999999999993,-7.850000000000002,0.37588827513337913,-12.59925
186,1051.3365,0.666015625,0.061718035,45.765625270898454,323.0,125.0,85.21149778992215,-15.662400627137984,-16.150000000000006,-6.250000000000003,0.37674465473507734,14.485673
187,1564.3811,0.484375,0.05075729,49.28984399646288,460.0,282.0,76.73846463365534,-24.406687768356775,-22.999999999999993,-14.1,0.37696372737214484,-17.830574
188,3839.7805,0.412109375,0.057271723,54.908593999629375,454.0,234.0,67.77779326979753,-28.076716494766526,-22.699999999999996,-11.700000000000005,0.3778596816774891,-19.079048
189,1376.7247,0.427734375,0.05493552,71.39375028968789,583.0,105.0,75.02456247718924,-27.390668300404155,-29.149999999999995,-5.250000000000001,0.3794779818631875,-16.337524
190,633.2079,0.8046875,0.06357727,70.96171902742935,455.0,141.0,90.0436796258489,-9.313348234418516,-22.74999999999997,-7.0500000000000025,0.379296762823467,4.6597075
191,2817.857,0.25,0.06583135,55.10859404975781,456.0,81.0,60.327650605953295,-35.96548910339946,-22.79999999999999,-4.05,0.3796896541377723,-15.187441
192,1960.89,0.34375,0.07020255,52.41250032489188,521.0,126.0,70.44153324599941,-31.578988758928343,-26.04999999999999,-6.3000000000000025,0.3817637158681025,-17.159807
193,1625.5271,0.453125,0.057336364,56.61328154086368,410.0,126.0,73.2577417471846,-26.330607816878864,-20.49999999999999,-6.3000000000000025,0.38299856548412,-4.578484
194,4569.5947,0.068359375,0.054214075,54.7390627785353,484.0,316.0,50.13042432552589,-45.445104313646816,-24.199999999999992,-15.799999999999997,0.38528017681924936,-38.2984
195,4209.213,0.109375,0.0633768,48.89062525611371,441.0,251.0,53.944296960450465,-43.79340913174304,-22.049999999999994,-12.550000000000002,0.3884843278803967,-30.58395
196,1672.1901,0.439453125,0.05873539,65.35781277075876,497.0,220.0,68.81002435214835,-27.52386826141487,-24.849999999999977,-10.999999999999996,0.3905835698119891,-20.832169
197,2075.0364,0.42578125,0.054260746,55.66328152344795,441.0,77.0,68.4748301376987,-28.28765549184853,-22.049999999999986,-3.8500000000000005,0.3916382362971938,-6.4630723
198,5091.5127,0.03515625,0.055435833,54.83671902160859,471.0,207.0,49.78525788878865,-48.151262613478494,-23.549999999999976,-10.349999999999998,0.39396506961484806,-33.108505
199,2432.008,0.2109375,0.057628945,71.55468778999057,412.0,87.0,62.77240382823196,-39.595587003537766,-20.599999999999987,-4.3500000000000005,0.3970612657507201,-13.420825
200,356.88892,0.875,0.05034308,48.20078149490291,520.0,262.0,99.30831818648548,-6.152978209566377,-25.99999999999998,-13.100000000000001,0.397265882195932,-6.9476075
201,1095.415,0.796875,0.0644939,64.01562529243529,484.0,142.0,90.05567129619126,-10.078188554188191,-24.19999999999999,-7.100000000000003,0.3959416017440604,1.9394801
202,3726.4348,0.2265625,0.048461016,50.206250238232315,462.0,316.0,56.78286679187441,-38.727038304939356,-23.099999999999987,-15.799999999999997,0.39632799811241,-32.47066
203,1975.3652,0.42578125,0.050352488,63.219531533599366,439.0,147.0,70.62940859583087,-28.750877236725064,-21.949999999999985,-7.350000000000004,0.39807070977291176,-10.512882
204,896.0614,0.65625,0.036746632,38.76796905667288,260.0,111.0,91.59232426615483,-17.11977852110555,-13.000000000000007,-5.550000000000002,0.3983917136832236,26.421705
205,2296.8474,0.33984375,0.030685255,53.64687526063062,287.0,184.0,74.70661737392422,-33.29403154363163,-14.350000000000005,-9.200000000000001,0.3991580840563585,-1.3406719
206,4818.191,0.005859375,0.06339714,58.967969034973066,586.0,96.0,47.253705198412504,-50.586780201088374,-29.299999999999983,-4.800000000000001,0.4015713952425135,-35.147327
207,1970.4111,0.375,0.05979767,56.829687749850564,375.0,232.0,71.88661351445785,-31.915438038262955,-18.749999999999996,-11.599999999999998,0.40438997405819554,-12.92329
208,4236.519,0.19921875,0.06760437,49.055469026614446,399.0,195.0,61.05651978326371,-41.10141293345294,-19.949999999999992,-9.750000000000002,0.40601542710118504,-20.390295
209,1645.6593,0.494140625,0.06278643,56.03125026007183,523.0,137.0,73.30521279069299,-25.932539272272162,-26.149999999999988,-6.850000000000002,0.40778787625720947,-14.270537
210,1629.42,0.453125,0.06710434,50.17109403357608,424.0,156.0,73.61333046176549,-28.062467612201246,-21.2,-7.8000000000000025,0.40824581637561624,-9.044185
211,2167.005,0.365234375,0.05433458,60.51250030193478,357.0,102.0,66.93144394583727,-32.745612531531464,-17.850000000000005,-5.100000000000001,0.40931471433229794,-4.9436436
212,2090.736,0.4453125,0.05776977,61.2210940583027,438.0,61.0,70.46972981870633,-28.64661101158813,-21.899999999999988,-3.0500000000000007,0.41063184918173806,-4.9952164
213,2451.536,0.26953125,0.056942225,50.90781276708003,378.0,146.0,65.37849776631086,-37.99465855914404,-18.90000000000001,-7.300000000000002,0.4119469087501634,-12.508137
214,1396.825,0.51953125,0.06132919,50.80468776344787,489.0,219.0,83.6416449959368,-25.12117833321068,-24.449999999999996,-10.950000000000003,0.4135734808008499,-14.440468
215,892.12,0.779296875,0.06340373,60.26406277890783,500.0,94.0,88.38695967888434,-11.35614712623015,-24.999999999999982,-4.700000000000001,0.4125219513921608,3.196371
216,871.59247,0.65625,0.055190884,45.79531276167836,451.0,197.0,91.76886797717668,-17.92270773476399,-22.549999999999983,-9.850000000000003,0.4122472530680881,-1.1559724
217,2146.1086,0.275390625,0.053025104,53.425781541795004,428.0,128.0,67.178142914659,-37.73288049610691,-21.400000000000006,-6.400000000000002,0.41237711610986166,-14.408575
218,2755.208,0.2421875,0.07426783,60.44296904251678,511.0,115.0,57.04693138904489,-39.67773535023962,-25.549999999999994,-5.750000000000001,0.4144406183471653,-24.234575
219,4540.4487,0.171875,0.061970368,65.86171902850037,390.0,162.0,49.646420285633155,-43.6492777803864,-19.499999999999986,-8.100000000000001,0.41670353860887566,-24.293694
220,903.9418,0.771484375,0.04589488,80.99296902207425,574.0,167.0,86.4907497933621,-11.973360750605963,-28.699999999999996,-8.350000000000003,0.4175183444296583,-11.0058365
221,1559.9175,0.52734375,0.058319513,57.03593773290049,458.0,260.0,73.78164551657721,-24.725681468157017,-22.899999999999988,-12.999999999999995,0.416961544800212,-17.200071
222,443.38562,0.869140625,0.04926413,52.26015652978094,468.0,155.0,97.50665704259639,-6.758642643092869,-23.39999999999999,-7.750000000000004,0.41628441417626655,6.490196
223,3059.315,0.1484375,0.059638973,57.16875026514754,357.0,177.0,59.373519911942275,-44.876385832094485,-17.85000000000001,-8.850000000000001,0.41650015438429994,-19.580036
224,4397.743,0.11328125,0.059777502,59.132031496672425,477.0,199.0,52.48967457141177,-47.065631860660496,-23.849999999999987,-9.950000000000005,0.4193615624948286,-32.133312
225,3670.2896,0.162109375,0.058293656,48.764062766567804,436.0,156.0,58.27151381270133,-44.742978746503816,-21.79999999999999,-7.800000000000003,0.4222307535184376,-23.321201
226,3561.9626,0.103515625,0.048447136,49.31562528386712,438.0,213.0,58.904124260362686,-48.2207881392724,-21.900000000000006,-10.650000000000002,0.42494663356086115,-27.97497
227,4367.006,0.1953125,0.06878731,53.61406278645154,541.0,118.0,54.366356576011995,-43.49905055039255,-27.049999999999994,-5.900000000000001,0.4276213271152934,-28.49308
228,1229.7722,0.654296875,0.04701271,70.27031277155038,381.0,133.0,83.84075474957616,-18.53998514883025,-19.049999999999997,-6.650000000000001,0.4286114130457664,6.303844
229,1632.7867,0.47265625,0.060100082,49.853125245077536,466.0,275.0,73.56799068883736,-28.400282350820262,-23.299999999999972,-13.749999999999998,0.4285026510173352,-20.076708
230,841.26874,0.759765625,0.06114626,55.98593778081704,455.0,102.0,91.56913529475018,-12.927574071645479,-22.750000000000007,-5.1000000000000005,0.42805574457552925,7.9409003
231,2946.6963,0.359375,0.057505034,45.024218984588515,394.0,298.0,62.001541799619844,-34.56566755355994,-19.7,-14.900000000000002,0.4281221728988079,-23.94683
232,2419.0884,0.1171875,0.063165426,59.00000027078204,366.0,124.0,63.34364140077065,-48.08856907411438,-18.300000000000004,-6.200000000000003,0.43017865002174344,-16.224684
233,3019.3289,0.263671875,0.059650794,61.6656253116671,406.0,76.0,57.508193929601745,-40.214750698575024,-20.29999999999999,-3.8,0.43251051482383157,-15.460426
234,2873.4775,0.125,0.0484322,40.27343775390182,333.0,286.0,67.95461818269756,-48.16766265405621,-16.650000000000002,-14.299999999999999,0.434777638224534,-22.04446
235,858.7231,0.728515625,0.0606523,57.763281537627336,480.0,126.0,88.67479841159299,-14.839064461987212,-23.99999999999998,-6.300000000000002,0.43572808045301137,1.0190351
236,1873.4568,0.4609375,0.07361491,52.601562778581865,487.0,90.0,70.20455578146988,-29.51211477857026,-24.349999999999994,-4.500000000000001,0.4355705938903716,-10.629824
237,1817.9225,0.447265625,0.060442083,61.02031278249342,460.0,244.0,69.63444783157173,-30.302677592460487,-22.999999999999996,-12.199999999999998,0.4360835410143299,-19.742495
238,1070.9755,0.548828125,0.051379118,44.71796902240021,352.0,190.0,84.43396844383349,-24.684563739565593,-17.6,-9.500000000000005,0.4364305901998939,1.9246173
239,578.92334,0.77734375,0.036022678,41.668750264449045,296.0,176.0,96.52766199994669,-12.005077386321785,-14.800000000000004,-8.800000000000004,0.435788535590635,20.664162
240,2476.734,0.259765625,0.050852563,59.31562527269125,445.0,147.0,62.05303605292088,-40.761472285367894,-22.24999999999999,-7.350000000000003,0.4359776156903688,-19.662497
241,1675.1985,0.47265625,0.06253207,59.16093777155038,471.0,105.0,70.90031179827882,-28.975766544961775,-23.54999999999999,-5.250000000000002,0.43718281150286364,-10.480895
242,3320.7305,0.173828125,0.06170794,58.413281529268716,521.0,158.0,55.831762886788496,-45.82449237780511,-26.049999999999986,-7.900000000000003,0.4386108337958052,-30.274862
243,2558.139,0.4921875,0.061757393,47.29687524284236,433.0,131.0,77.44963367216442,-28.15261823177946,-21.650000000000002,-6.550000000000001,0.4404116014481852,-6.5249295
244,1983.0981,0.50390625,0.05359501,55.93984402687056,420.0,168.0,72.17924216050244,-27.42949888089915,-20.999999999999996,-8.400000000000002,0.44035667449389304,-9.28362
245,3903.5127,0.021484375,0.06445372,55.317969033436384,490.0,187.0,52.33707424035967,-54.822363158439096,-24.5,-9.350000000000005,0.4421713449686554,-34.733406
246,1172.4286,0.634765625,0.034844834,61.59218780056108,222.0,103.0,85.42179236029986,-20.380315250657212,-11.100000000000005,-5.15,0.44383323091852783,25.43291
247,1885.918,0.484375,0.051336072,53.914844021142926,445.0,101.0,72.89873370613795,-28.734648001397847,-22.249999999999993,-5.050000000000002,0.44358967205267336,-7.185469
248,655.19,0.734375,0.06991964,56.536718990362715,564.0,193.0,87.22062358154115,-14.61837464914991,-28.199999999999985,-9.650000000000004,0.4430768937662032,-12.356202
249,3452.1663,0.248046875,0.065194145,54.72421901108464,454.0,267.0,59.43230360269818,-42.13597320380078,-22.699999999999992,-13.349999999999998,0.4435504574392112,-29.519524
250,1160.471,0.50390625,0.033091567,45.0734377411427,360.0,305.0,85.58623285072046,-27.712429649355933,-18.0,-15.249999999999995,0.44453851352888873,-9.303637
251,4732.9907,0.087890625,0.057546463,55.50234400393674,372.0,217.0,52.48182495158397,-51.52389268696867,-18.6,-10.850000000000003,0.4461837728249028,-29.099607
252,1776.1519,0.5078125,0.060350724,53.23828151257476,476.0,167.0,78.94206341478593,-27.808743197171594,-23.79999999999998,-8.350000000000001,0.4478111362377297,-11.299942
253,1597.8066,0.6953125,0.058265623,55.824219022120815,470.0,228.0,83.48646353674766,-17.056341336513565,-23.499999999999993,-11.399999999999999,0.44745019911831085,-9.872568
254,1080.3945,0.56640625,0.027931325,49.96718777983915,294.0,93.0,86.8127989738171,-24.307468925912175,-14.700000000000001,-4.650000000000002,0.446896533434982,16.808867
255,2388.5793,0.279296875,0.058601115,47.789062781841494,416.0,258.0,66.7240862421768,-40.72274484588117,-20.79999999999999,-12.89999999999999,0.4475204568129228,-22.999407
256,3768.9614,0.310546875,0.053084053,46.59843778202776,385.0,183.0,64.35502892190655,-39.073151359386834,-19.250000000000004,-9.15,0.44907085298989535,-16.534176
257,2465.4873,0.09375,0.03875639,55.12343776051421,346.0,72.0,65.14540216833183,-51.7938439142889,-17.299999999999994,-3.6,0.45119175068918455,-12.683754
258,438.71445,0.802734375,0.054357022,61.60000027320348,468.0,126.0,93.82807647438551,-11.160273105939288,-23.399999999999984,-6.3000000000000025,0.45210562917737035,5.898276
259,5195.2197,0.224609375,0.04823674,58.54843776195776,392.0,134.0,49.14049152966162,-44.278339194384614,-19.599999999999994,-6.700000000000004,0.45196697006869135,-23.990685
260,3496.7607,0.267578125,0.05657394,67.64843778882641,510.0,142.0,55.64637407483962,-41.96259137428604,-25.499999999999982,-7.100000000000003,0.4537888339617722,-26.753567
261,2443.851,0.251953125,0.063045144,54.91406277497299,426.0,74.0,61.08264951519135,-43.05087107393194,-21.299999999999994,-3.7,0.45563874958550343,-15.935229
262,4397.943,0.1640625,0.04992508,59.85312528931536,314.0,107.0,54.601319247937006,-48.429041484556556,-15.699999999999998,-5.35,0.45780745734597234,-16.911861
263,3248.6306,0.17578125,0.049937256,53.2312502595596,336.0,121.0,62.42388577923224,-47.961685836637905,-16.8,-6.050000000000003,0.46013633728907066,-15.546818
264,2695.5894,0.30859375,0.042088334,47.99296896770829,361.0,229.0,66.48513952750355,-40.28675398593729,-18.049999999999997,-11.45,0.4617084179147786,-18.630331
265,2651.3364,0.30078125,0.054456986,49.11718771990854,397.0,255.0,69.83644631222231,-40.91072894960668,-19.849999999999998,-12.750000000000002,0.46343332650846053,-19.464266
266,2744.253,0.140625,0.047973655,56.69218777969945,393.0,137.0,62.251113951851224,-50.58757818224989,-19.64999999999999,-6.850000000000004,0.46516571216129143,-20.786425
267,3406.7546,0.146484375,0.06880991,53.01250025280751,413.0,251.0,55.83934557631184,-50.49277011938099,-20.649999999999995,-12.549999999999999,0.46768981272431726,-30.930193
268,1933.0142,0.365234375,0.048670553,60.125000269152224,401.0,235.0,69.5393039715547,-37.53125912973018,-20.050000000000004,-11.749999999999998,0.46931778286560144,-18.637102
269,3448.1433,0.23828125,0.06565493,52.842187770293094,406.0,172.0,60.79382925785649,-45.29660440379249,-20.299999999999997,-8.600000000000003,0.4706334736567344,-22.63277
270,777.7025,0.865234375,0.056000024,55.68906279152725,381.0,113.0,95.37572632700525,-8.011948002018194,-19.049999999999994,-5.650000000000001,0.47070358673051166,18.976099
271,2294.9365,0.3125,0.06474516,57.58281275432091,548.0,162.0,67.51689367521814,-40.80411845675281,-27.4,-8.100000000000003,0.47002841841408777,-25.574812
272,315.5309,0.8828125,0.04497605,49.11796899646288,377.0,274.0,101.0894817521837,-6.834437549536221,-18.84999999999999,-13.7,0.4695814966971051,6.379902
273,5747.1323,0.046875,0.03498127,48.38828148745233,278.0,190.0,55.06742339470431,-56.73262196952051,-13.9,-9.5,0.4699841846212286,-24.631662
274,1750.3234,0.44140625,0.055026207,55.07500025071204,444.0,228.0,69.9112439334825,-33.14923464194454,-22.200000000000003,-11.400000000000002,0.4716730569691284,-18.630245
275,191.8433,0.962890625,0.050890706,51.72656277823262,398.0,206.0,101.98633526156685,-2.1992288781078524,-19.9,-10.3,0.47059189693784637,13.862785
276,2452.38,0.361328125,0.050163038,57.10390651441412,412.0,161.0,68.60536647773775,-37.81612883722212,-20.59999999999999,-8.050000000000006,0.46951049703684417,-14.247929
277,899.1328,0.841796875,0.038753323,41.86796901578782,304.0,195.0,96.65200907889388,-9.331410620110121,-15.200000000000001,-9.750000000000004,0.469317111634199,18.389235
278,1864.4127,0.267578125,0.050226305,59.64453158486867,438.0,87.0,69.05715778101653,-43.37357649956159,-21.89999999999998,-4.3500000000000005,0.4689278885706614,-14.076301
279,4097.497,0.181640625,0.05425662,55.67500027664937,554.0,134.0,53.20669686104925,-48.71855786823061,-27.699999999999992,-6.7,0.47083816225120134,-32.469334
280,1555.8871,0.453125,0.055106875,60.61718776507769,409.0,204.0,73.3052504643903,-32.46054055624718,-20.449999999999985,-10.200000000000001,0.47209110211657446,-13.689913
281,4015.4324,0.228515625,0.05563528,59.03203148889588,468.0,301.0,56.38300150931587,-46.12796218141065,-23.399999999999984,-15.049999999999992,0.4733042403441212,-34.453934
282,1167.0383,0.55859375,0.05463135,50.97187531599775,344.0,130.0,79.04592817179494,-26.235591040486156,-17.199999999999992,-6.500000000000002,0.473988482347874,3.8978052
283,1366.7303,0.451171875,0.033861738,68.58593771990854,330.0,310.0,76.475548558115,-32.76714351716345,-16.500000000000004,-15.499999999999996,0.47422067129983214,-12.643543
284,695.63525,0.755859375,0.06477141,51.44843775744084,495.0,205.0,92.490079382048,-14.455458380155862,-24.74999999999999,-10.250000000000004,0.47361806836857845,-5.7537346
285,3390.403,0.197265625,0.056303937,54.487500281538814,374.0,169.0,63.24313136257173,-48.07527001258978,-18.699999999999996,-8.450000000000001,0.47375420585260536,-19.304583
286,2182.6367,0.52734375,0.04440365,57.1031252508983,335.0,205.0,76.05371209236469,-28.264038277885994,-16.749999999999993,-10.250000000000005,0.4750898929954804,-4.2501945
287,1778.5538,0.41015625,0.06120007,53.824219007918146,479.0,179.0,69.47233594216443,-35.250741940816404,-23.950000000000006,-8.950000000000001,0.47493978778760837,-19.061253
288,542.66187,0.822265625,0.059680585,55.90781279921066,456.0,81.0,93.59067411491883,-10.507897206350476,-22.799999999999997,-4.050000000000001,0.4745873025413793,11.103144
289,389.16348,0.802734375,0.05390655,44.83671901439084,390.0,221.0,97.50491813796671,-11.51544392789645,-19.499999999999993,-11.050000000000002,0.47254870513160285,7.2019267
290,2953.9106,0.21875,0.05442034,52.90000026416965,417.0,163.0,62.90053419454497,-46.66254364591115,-20.850000000000005,-8.15,0.47247496835157576,-21.951315
291,628.9392,0.814453125,0.04693022,44.53593776549678,411.0,193.0,97.37222020781024,-11.075034825727405,-20.54999999999999,-9.650000000000004,0.4728664782001738,7.8953104
292,3227.1843,0.056640625,0.06104475,45.07656279730145,372.0,53.0,60.39183213116121,-56.523931863568734,-18.599999999999994,-2.6500000000000004,0.4730576535871228,-19.649185
293,412.45667,0.86328125,0.050169803,47.93828151811613,337.0,180.0,99.32580454813544,-8.118043823040615,-16.84999999999999,-9.000000000000004,0.4734386242477876,18.919434
294,2223.8623,0.2578125,0.06714433,49.2328127741348,436.0,109.0,65.05889206361107,-44.35221252012628,-21.800000000000004,-5.450000000000003,0.47316029017431915,-17.459616
295,3649.8787,0.384765625,0.06668729,54.412500275764614,427.0,158.0,63.17492314833895,-36.84401917489172,-21.34999999999999,-7.900000000000003,0.4745995042084995,-17.638079
296,2879.4155,0.3046875,0.062399976,53.09218778356444,408.0,170.0,62.991480731806554,-41.726937898418676,-20.399999999999995,-8.500000000000002,0.4754773012425052,-18.772278
297,3199.3843,0.27734375,0.067836985,46.031250267173164,452.0,94.0,60.29091742371134,-43.50839178436779,-22.600000000000005,-4.700000000000001,0.47685151918355423,-19.520956
298,1642.2655,0.314453125,0.057872146,50.67421901965281,364.0,66.0,71.68796763857506,-41.368236367196644,-18.200000000000003,-3.3000000000000003,0.47816389584450136,-4.205263
299,740.8126,0.712890625,0.057113193,48.49531276349444,419.0,187.0,91.80437136867872,-17.218225311231958,-20.949999999999985,-9.350000000000001,0.4783348311559802,1.7926916
300,1502.1035,0.490234375,0.06258123,63.81875027238857,462.0,131.0,72.49184108014994,-30.568067126668222,-23.100000000000005,-6.550000000000002,0.4777017327610462,-11.760186
301,1932.4283,0.3046875,0.06591748,50.3546877639601,432.0,184.0,70.21567177385342,-42.00469160751133,-21.59999999999999,-9.200000000000003,0.47841736544758556,-18.604769
302,2122.7659,0.59765625,0.056532305,56.797656526381616,398.0,150.0,73.8784730211092,-24.197943712467048,-19.900000000000002,-7.500000000000003,0.47885917259624144,-4.7827444
303,2540.9673,0.244140625,0.06623739,59.26015653280774,540.0,96.0,60.34997227986098,-45.76514420603079,-26.999999999999982,-4.8,0.47936905313528366,-25.740774
304,2073.194,0.39453125,0.053613186,49.151562776765786,373.0,110.0,68.91978698110573,-36.64928626561174,-18.650000000000006,-5.500000000000002,0.4805825711328948,-7.073821
305,2723.2817,0.18359375,0.06768462,58.219531501003075,380.0,149.0,62.461746344772436,-49.76998272530874,-18.99999999999999,-7.45,0.4820614332808711,-20.164637
306,2238.5808,0.248046875,0.046933386,53.947656488686334,379.0,252.0,65.31353289481221,-45.97246963022982,-18.949999999999985,-12.599999999999996,0.4838784869523827,-23.342823
307,515.2836,0.7578125,0.054168545,53.71406278188806,557.0,119.0,94.12893228264232,-14.713541745170145,-27.84999999999999,-5.950000000000003,0.48407731429336004,-3.9325774
308,1111.4395,0.72265625,0.064273894,51.996094040048774,529.0,72.0,90.43132061252322,-16.829328765281144,-26.45,-3.6,0.48266197285663104,-0.18065184
309,2365.3286,0.255859375,0.05088469,55.675781481026206,377.0,201.0,67.79122835604991,-45.35323981442253,-18.84999999999999,-10.05,0.48231521630900204,-18.447699
310,1758.9397,0.3359375,0.05331798,64.12890654901275,308.0,60.0,71.13754921560894,-40.564999676583405,-15.40000000000001,-3.0,0.48399050999980453,0.8778585
311,2099.7344,0.3671875,0.056634247,51.991406515066046,377.0,267.0,70.22265696715993,-38.65634047236952,-18.849999999999998,-13.35,0.48476505775313966,-18.984905
312,3341.3132,0.2578125,0.057079304,49.78203153779032,528.0,125.0,57.293542764907926,-45.55342659653949,-26.39999999999998,-6.250000000000001,0.486059219401803,-27.963593
313,2842.621,0.109375,0.0329409,42.90078151243506,254.0,147.0,66.7216299961318,-55.02992181719791,-12.700000000000001,-7.350000000000001,0.4881182119730406,-13.798717
314,4836.7188,0.095703125,0.062033404,50.11562525504269,418.0,196.0,54.56497070223557,-56.18167775301436,-20.9,-9.800000000000004,0.4908380939533967,-30.534336
315,3806.689,0.279296875,0.048225768,44.55859398673056,339.0,359.0,61.30437473426454,-44.861441867130836,-16.950000000000003,-17.949999999999992,0.49282105719691394,-28.724606
316,3677.0156,0.21484375,0.03657605,51.277344026311766,302.0,172.0,66.07768343714942,-49.08012144956436,-15.099999999999996,-8.600000000000001,0.4945068002068144,-14.976349
317,2257.422,0.248046875,0.05552301,42.86093774891924,403.0,185.0,67.13155276505864,-47.10122086658418,-20.149999999999988,-9.250000000000002,0.4959787973518029,-20.19563
318,1417.236,0.41796875,0.03531016,40.25000023271423,325.0,263.0,80.15959190164409,-36.430202511047796,-16.249999999999996,-13.15,0.4970086190513523,-9.246546
319,440.90353,0.767578125,0.054901008,48.07031279744115,353.0,84.0,94.42829727892183,-14.22913535359288,-17.650000000000002,-4.2,0.49637710253325573,21.483088
320,1910.8895,0.267578125,0.056694537,55.7671877843095,394.0,104.0,68.3498281788414,-45.905968734259275,-19.700000000000003,-5.200000000000001,0.4961800876871581,-13.06143
321,4707.288,0.056640625,0.04646338,49.003906505473424,351.0,227.0,52.977578210259495,-59.53525991209038,-17.549999999999997,-11.350000000000003,0.49837193886604936,-31.749289
322,3128.8804,0.267578125,0.053506084,51.8148440621444,433.0,99.0,61.96368867811578,-46.27626477730417,-21.65,-4.950000000000003,0.5004000669063715,-18.870037
323,1548.9417,0.435546875,0.0644652,51.14375024125911,441.0,91.0,72.47561439201314,-35.589157542003186,-22.049999999999986,-4.55,0.5013321861906275,-8.86451
324,1516.9434,0.40234375,0.064835615,43.06406277057249,417.0,122.0,76.76828765141732,-37.77777153603871,-20.849999999999998,-6.100000000000001,0.501928390209758,-8.182388
