Episode,Metrics/Avg_EndToEnd_Delay_ms,Metrics/SLA_Success_Rate,Metrics/Load_Variance,Metrics/Total_Cost,Metrics/AI_Instance_Thrashing,Metrics/Truncated_Actions,Rewards/R_base,Rewards/Penalty_SLA,Rewards/Penalty_Smoothness,Rewards/Penalty_Intent,CMDP/Dynamic_Lambda_SLA,Total_Reward
26,2757.31,0.365234375,0.057363525,50.611719053646084,561.0,143.0,63.431724813779354,-6.492890869907443,-28.049999999999986,-7.150000000000002,0.08138981660429644,-14.513352
27,3542.8945,0.2109375,0.06978056,72.91171905974625,615.0,135.0,50.096062997705594,-8.489764779739893,-30.749999999999993,-6.750000000000003,0.08515763224342275,-23.239504
28,3701.7605,0.123046875,0.057015948,109.45312526659109,496.0,264.0,48.98661388424706,-9.970082793864519,-24.799999999999983,-13.199999999999996,0.08985359110484015,-24.68848
29,1001.13446,0.736328125,0.07328995,74.10390652442584,644.0,193.0,85.18586956658612,-3.073863723634021,-32.2,-9.650000000000002,0.09314080133526212,-16.790457
30,2332.7717,0.3984375,0.058196604,63.528125325683504,577.0,189.0,65.92091311829817,-7.191957002498359,-28.849999999999994,-9.450000000000003,0.09508961399173285,-18.532055
31,416.43506,0.8359375,0.05881024,94.03593784209806,570.0,136.0,87.17351545663193,-1.9521995227615816,-28.499999999999996,-6.800000000000001,0.09676331232710221,-4.4538264
32,1834.0994,0.453125,0.06578656,74.22578154184157,636.0,154.0,65.236670045506,-6.755556127529663,-31.799999999999997,-7.700000000000003,0.09831291311596993,-19.932396
33,1203.988,0.537109375,0.04863151,75.80703154910589,407.0,141.0,75.86699113822763,-5.855228113341995,-20.35000000000001,-7.050000000000003,0.10088284192249947,5.061805
34,1899.92,0.25,0.07036585,56.72109401336638,531.0,187.0,68.0948809256191,-9.852402871939477,-26.549999999999997,-9.350000000000003,0.10412591921240817,-14.656611
35,2985.713,0.287109375,0.05249106,61.16953151236521,432.0,279.0,62.36998928751679,-9.7166641778475,-21.59999999999998,-13.950000000000001,0.10795628236948855,-16.408852
36,579.6573,0.740234375,0.060981352,74.98906275851186,394.0,233.0,87.82467451944288,-3.5718624026571684,-19.69999999999999,-11.649999999999999,0.1104331243043913,5.1736956
37,770.68195,0.708984375,0.063395604,67.62421903380891,463.0,227.0,83.27771651482121,-4.012835481862943,-23.149999999999984,-11.35,0.11132953573215382,-2.8144643
38,850.672,0.708984375,0.055950962,85.43671902996721,528.0,92.0,83.31566635568281,-4.086050676084708,-26.39999999999999,-4.6000000000000005,0.11250871972501603,1.347994
39,1197.3813,0.5546875,0.043424133,77.08359404763905,418.0,143.0,82.65709749799856,-6.391730716162402,-20.899999999999988,-7.150000000000004,0.113993910733595,5.859234
40,1305.0728,0.501953125,0.057510644,61.77343780093361,512.0,142.0,76.09334734002856,-7.262490165513186,-25.599999999999977,-7.100000000000001,0.11621351401780099,-5.621265
41,1653.9834,0.453125,0.0606291,72.41250027553178,459.0,254.0,72.83997842336186,-8.18301531094933,-22.949999999999985,-12.7,0.11875458599243684,-10.936661
42,2661.6572,0.265625,0.06376556,73.78671902854694,569.0,157.0,55.58543464539549,-11.306374872387831,-28.44999999999999,-7.850000000000002,0.12195933564357221,-20.193161
43,829.9364,0.6796875,0.058489993,83.80781281774398,457.0,76.0,84.2163407939074,-5.045309896150886,-22.849999999999987,-3.8000000000000003,0.12474292870314782,10.051207
44,2484.3386,0.380859375,0.06732862,64.61015651520574,551.0,221.0,61.96971060982394,-9.874268749854863,-27.54999999999999,-11.050000000000002,0.1268019884520561,-21.257418
45,1837.8612,0.517578125,0.032274734,68.46250030165538,342.0,181.0,77.9931816769201,-7.825612941758173,-17.1,-9.05,0.12938421715436993,6.8156056
46,650.67505,0.814453125,0.06132857,69.82890652428614,603.0,108.0,90.45092097248478,-3.035922269886282,-30.149999999999988,-5.400000000000001,0.1306070079935948,-4.24801
47,661.63354,0.806640625,0.063994035,61.73281279148068,515.0,136.0,93.00342117794175,-3.1730606380160746,-25.749999999999993,-6.800000000000001,0.1307929488729023,3.4298992
48,2049.4824,0.33203125,0.05028361,93.58906278538052,487.0,255.0,61.916271474687605,-11.179302539654849,-24.349999999999994,-12.749999999999998,0.13288117305761554,-18.493816
49,986.925,0.662109375,0.06906364,86.89140653755749,606.0,274.0,81.13444583640253,-5.759910832751527,-30.29999999999998,-13.700000000000001,0.13528685790317693,-21.421976
50,1951.6874,0.37109375,0.04384965,93.9250003111083,426.0,218.0,65.7685712992336,-10.8646543754144,-21.299999999999986,-10.900000000000002,0.13730613115846138,-10.017209
51,3004.7737,0.0390625,0.063482486,75.27968783362303,448.0,93.0,54.45076302693479,-17.193763327931944,-22.399999999999984,-4.650000000000001,0.1412473600712859,-9.991598
52,1649.9565,0.4765625,0.067108154,99.52968777937349,535.0,159.0,64.78537241894556,-9.536366126564335,-26.749999999999996,-7.950000000000002,0.14504593299612611,-13.754475
53,1129.8223,0.517578125,0.061308175,100.98203153716167,478.0,148.0,75.95149041203666,-8.951727996160882,-23.9,-7.400000000000004,0.1471474362595474,-3.3152637
54,1653.804,0.369140625,0.05213664,73.33203151036287,331.0,200.0,71.61356296225675,-11.919149816485167,-16.55,-10.0,0.14978506301148906,2.3796792
55,1556.7756,0.501953125,0.07067946,63.096094053646084,581.0,132.0,68.36859674147884,-9.51619133852642,-29.05,-6.600000000000003,0.15235215982118938,-14.181235
56,2503.9883,0.220703125,0.06669514,65.87187529844232,484.0,124.0,58.58314843508579,-15.301364616877262,-24.199999999999985,-6.200000000000002,0.15547500006424553,-12.325153
57,615.7406,0.76953125,0.062458623,104.98828153527575,631.0,247.0,84.59006641645209,-4.537557153409201,-31.550000000000008,-12.349999999999996,0.1577846763249455,-19.984272
58,2696.1052,0.404296875,0.056533817,109.10078153532231,548.0,134.0,58.73131455862603,-11.937113654069847,-27.39999999999999,-6.700000000000001,0.15933511160465585,-16.743671
59,2753.8733,0.234375,0.066061705,63.44218773802277,541.0,310.0,59.64394164530901,-15.707741974037438,-27.049999999999994,-15.499999999999995,0.1624795507089445,-28.221952
60,2278.181,0.306640625,0.06484496,55.44375026365742,556.0,191.0,71.22559305257978,-14.545287831202268,-27.799999999999994,-9.550000000000002,0.16595603417932747,-17.794111
61,988.93866,0.732421875,0.06779725,109.39218779758085,601.0,181.0,77.04660095538885,-5.600684654386638,-30.049999999999997,-9.05,0.16790135277113435,-15.262173
62,3530.422,0.40234375,0.07185063,86.20000025618356,663.0,273.0,61.068132969129586,-12.783569371421027,-33.150000000000006,-13.649999999999995,0.1696081603228807,-34.048397
63,2142.5933,0.33984375,0.06025973,53.671875307220034,436.0,157.0,69.42727224477021,-14.352450364748314,-21.79999999999998,-7.850000000000001,0.17262737869993913,-6.103721
64,4522.33,0.060546875,0.055279113,62.558594036556315,434.0,115.0,54.285110687028855,-20.980267605347922,-21.69999999999998,-5.750000000000002,0.17635459728343286,-12.013827
65,3843.7678,0.435546875,0.06557066,77.58125027013011,659.0,245.0,56.56179997616635,-12.8127558441669,-32.949999999999996,-12.249999999999998,0.18014800297781364,-32.91667
66,6419.0938,0.037109375,0.067475274,84.92812526947819,642.0,234.0,40.592869610503705,-22.389452103893703,-32.1,-11.7,0.1835872961187819,-38.360382
67,480.33514,0.7734375,0.038933046,83.98828153178329,309.0,130.0,89.24327290941775,-5.233167625312863,-15.449999999999998,-6.500000000000002,0.1861729177099764,23.296827
68,2214.0867,0.4140625,0.058783617,71.0015627782559,481.0,216.0,65.38717616288895,-13.82977733018646,-24.04999999999998,-10.799999999999999,0.18759281769106034,-15.158119
69,1519.0026,0.4140625,0.064826444,67.99140654987423,573.0,205.0,71.10362985208396,-14.00272042421428,-28.64999999999999,-10.250000000000002,0.1899787965443063,-20.221502
70,1889.2928,0.462890625,0.057532538,51.38046901108464,523.0,138.0,71.18393070764948,-12.969980103951887,-26.14999999999999,-6.900000000000002,0.19223560382772417,-10.0007
71,2615.1604,0.2265625,0.066193044,65.0523439910612,560.0,331.0,57.04822232053997,-19.07086982298704,-27.999999999999986,-16.55,0.19516639073545686,-33.429974
72,1257.4807,0.68359375,0.059315942,61.10625022370368,517.0,309.0,81.46026450078256,-7.834394687794711,-25.849999999999998,-15.449999999999994,0.19743519344053456,-16.383793
73,1808.1436,0.41015625,0.05612235,78.79687528172508,476.0,231.0,69.14014521178234,-14.803996704390414,-23.799999999999986,-11.549999999999999,0.19927018853232642,-14.441301
74,1679.7246,0.462890625,0.046112385,58.557031514530536,389.0,123.0,80.24752224243142,-13.684073173996614,-19.45,-6.150000000000001,0.20124446343746596,5.7091804
75,1764.4851,0.470703125,0.061396535,50.734375278581865,476.0,217.0,73.03432615815919,-13.510194984477474,-23.79999999999997,-10.85,0.2032228320453241,-12.025879
76,1712.4327,0.5,0.06434064,58.60000027134083,555.0,125.0,67.62929578291454,-12.865460438844403,-27.75,-6.250000000000002,0.20509324106004864,-13.16183
77,1940.8127,0.443359375,0.05885264,85.28984404535731,470.0,131.0,66.45508483870906,-14.49737133259771,-23.499999999999996,-6.550000000000002,0.20712433333222707,-7.596027
78,1980.1167,0.408203125,0.061583202,75.89296902267961,654.0,231.0,64.25968920304832,-15.598779580169225,-32.699999999999996,-11.549999999999997,0.2095462027609906,-30.532553
79,4050.948,0.162109375,0.057356186,96.47578152042115,492.0,222.0,51.48812736813201,-22.535199293077945,-24.599999999999973,-11.100000000000003,0.21268068441264332,-25.454576
80,520.62244,0.806640625,0.059963528,86.28046905057272,563.0,202.0,87.47059599929604,-5.112463449585651,-28.15,-10.1,0.21443804379335202,-10.093546
81,2989.5928,0.169921875,0.047622696,49.125000258674845,418.0,287.0,63.648928885452634,-22.702189546210985,-20.900000000000002,-14.35,0.2163657028824193,-19.30067
82,2362.9536,0.392578125,0.056489352,92.4335939939483,535.0,275.0,59.58307748162967,-16.78739288424393,-26.74999999999999,-13.749999999999996,0.21940122417704955,-26.499182
83,810.2067,0.595703125,0.058908936,63.460937779047526,528.0,234.0,84.67917685413384,-11.250347581825432,-26.39999999999999,-11.699999999999998,0.22124279139474415,-11.768394
84,1685.7501,0.3671875,0.051235005,57.49921905709198,372.0,102.0,74.6584045478691,-17.784116537034166,-18.59999999999999,-5.1000000000000005,0.22303840787410045,5.6036925
85,5000.0195,0.017578125,0.055465344,66.81875027786009,448.0,131.0,48.083043804228105,-28.21296714846962,-22.399999999999988,-6.550000000000001,0.22664282350016746,-19.955479
86,2954.8472,0.314453125,0.069816224,80.47500028146897,599.0,207.0,57.41725078112875,-19.93529694580751,-29.95000000000001,-10.35,0.2305684574247441,-28.643549
87,7407.576,0.26171875,0.07781981,61.90390649094479,577.0,160.0,41.7151910125111,-21.762994926448386,-28.849999999999998,-8.000000000000004,0.23345825339542342,-29.568775
88,2461.9297,0.2890625,0.03210498,55.98359400749905,338.0,326.0,67.69190595443455,-21.22914631750576,-16.900000000000002,-16.3,0.23655228166952313,-13.250838
89,3645.0642,0.111328125,0.038345408,74.45781278377399,343.0,185.0,54.32315254217629,-27.00217889032216,-17.150000000000002,-9.249999999999996,0.2401392895294307,-13.16239
90,1641.8972,0.515625,0.055761527,48.89218778780196,406.0,133.0,76.4359263809904,-14.764919400937934,-20.299999999999986,-6.65,0.24292845366333382,2.1716092
91,892.33813,0.693359375,0.046101168,59.66718774975743,328.0,98.0,87.53651409876827,-9.28968609758563,-16.400000000000002,-4.900000000000001,0.24375987112406844,22.000946
92,2651.9568,0.392578125,0.04290135,48.42656278295908,341.0,171.0,73.48487241033195,-18.766496842096306,-17.049999999999994,-8.550000000000002,0.24530249307770685,1.0022085
93,3916.058,0.02734375,0.065517224,55.749219023331534,491.0,164.0,53.874416166935646,-30.620616467790637,-24.54999999999999,-8.200000000000003,0.24845356434907426,-23.73959
94,3549.0388,0.24609375,0.06087534,60.710937782539986,438.0,116.0,58.510497646554,-24.03446061565406,-21.899999999999995,-5.8000000000000025,0.25227225586006513,-11.773878
95,186.72464,0.955078125,0.054263745,80.30781278258655,448.0,147.0,95.92169469029629,-1.4218198672669777,-22.399999999999984,-7.350000000000001,0.25321680893852355,10.764284
96,389.6505,0.796875,0.047094993,62.02578154852381,316.0,215.0,94.08108562622827,-6.334023779347415,-15.799999999999997,-10.75,0.25233379246163956,15.681197
97,2770.6187,0.326171875,0.0496434,75.70703149406472,485.0,398.0,60.203384658391585,-21.545934573761805,-24.249999999999986,-19.9,0.2536440728567503,-31.90687
98,1836.4124,0.40625,0.060487404,79.43359405052615,513.0,134.0,66.2840900823802,-19.12979740409767,-25.649999999999977,-6.700000000000002,0.2559228509588579,-13.134497
99,1246.5559,0.5625,0.06187839,62.49687528819777,476.0,167.0,77.72780741964417,-14.108098123937914,-23.799999999999986,-8.350000000000003,0.2573367358197427,-6.2280602
100,913.52625,0.736328125,0.041751843,58.59765654365765,346.0,203.0,90.10301329497344,-8.541614864363725,-17.3,-10.15,0.2579686741363065,9.183181
101,2310.8608,0.37109375,0.058838777,97.4234377379762,470.0,279.0,60.462498311165575,-20.538898397514693,-23.499999999999993,-13.949999999999996,0.2590894097060786,-23.029213
102,4552.556,0.12890625,0.046918277,61.88906277331989,391.0,170.0,54.5804083708276,-28.897408216725395,-19.54999999999999,-8.500000000000002,0.2622269390889275,-16.268406
103,4090.8552,0.0078125,0.06935493,69.30546902463539,576.0,230.0,48.047010272087874,-33.48389778597144,-28.799999999999994,-11.5,0.2663448346383202,-35.62903
104,2436.7854,0.39453125,0.054295577,63.6539064887329,398.0,324.0,64.63374644141606,-20.56142941419145,-19.89999999999999,-16.2,0.26973565189268844,-18.924206
105,1876.4343,0.466796875,0.06528867,50.833594102121424,463.0,88.0,70.02941445297938,-18.191094396180734,-23.15,-4.4,0.2715907956549441,-3.864156
106,2473.2312,0.322265625,0.055163678,55.95703154307557,450.0,122.0,66.29871993293025,-23.392407677608773,-22.500000000000014,-6.100000000000002,0.27385891829051073,-9.372308
107,5035.7627,0.126953125,0.058589086,78.18281279061921,468.0,136.0,50.83072592941288,-30.577768495781633,-23.39999999999999,-6.800000000000002,0.2768942281053983,-21.473923
108,1446.5109,0.498046875,0.065583296,69.04140652512433,400.0,242.0,72.4579289646501,-17.61146630765027,-20.000000000000004,-12.100000000000001,0.2793732064405357,-9.170655
109,3835.6953,0.130859375,0.06583714,48.393750282004476,514.0,258.0,55.879393690174496,-30.994058995082668,-25.700000000000003,-12.9,0.28177316474930764,-30.108742
110,673.8006,0.826171875,0.058908332,82.64140652801143,589.0,236.0,87.4565136397459,-6.1296925362713575,-29.44999999999998,-11.799999999999999,0.28332506239456834,-14.669372
111,2236.7712,0.607421875,0.05449303,68.62578151962953,433.0,289.0,72.51548865592011,-13.918338616362837,-21.64999999999998,-14.449999999999998,0.28340873139969913,-13.42488
112,2411.9507,0.083984375,0.044975635,67.32187527837232,371.0,161.0,63.93449842118942,-33.121383608563015,-18.549999999999986,-8.050000000000004,0.2855073623682592,-11.593611
113,1172.1647,0.494140625,0.06344634,69.70000027772039,406.0,185.0,76.85283549120986,-18.309181703733366,-20.300000000000004,-9.250000000000002,0.2882358923283566,-4.203857
114,1008.19415,0.443359375,0.03387337,64.91875030659139,260.0,82.0,81.35150372371461,-20.338772301290565,-12.999999999999998,-4.1000000000000005,0.28957221156006024,21.280405
115,2605.9233,0.263671875,0.063312225,75.32500027492642,486.0,219.0,61.21310426592391,-27.142744837054142,-24.299999999999983,-10.95,0.2920248319582597,-22.012348
116,1815.4421,0.4296875,0.055232126,57.31484401767375,495.0,371.0,71.27098060219609,-21.098243784998406,-24.749999999999993,-18.549999999999997,0.2941786659952966,-27.628878
117,3092.1624,0.259765625,0.06374179,86.42343776009511,481.0,269.0,54.184500171337596,-27.69745089383247,-24.04999999999998,-13.450000000000001,0.29631938296504284,-27.755018
118,506.35226,0.744140625,0.029951064,60.61406277900096,244.0,173.0,94.29415779005765,-9.535128884663694,-12.2,-8.649999999999999,0.2976618795491259,27.503448
119,2523.1362,0.255859375,0.061032552,45.06328153872164,456.0,104.0,62.52181699101083,-28.076571280067586,-22.799999999999983,-5.200000000000001,0.2987883105441289,-12.484841
120,283.76157,0.837890625,0.042956527,68.65625028451905,328.0,144.0,95.44926649128664,-5.974116900479204,-16.400000000000006,-7.200000000000002,0.2997189459467165,22.708822
121,1681.7742,0.30859375,0.048758782,51.74609401932685,387.0,157.0,72.06444872211878,-26.22105117400453,-19.349999999999994,-7.850000000000003,0.3003973864607947,-4.8324814
122,2998.9988,0.21875,0.061093293,71.46171905338997,472.0,158.0,55.20066037060003,-29.932315550078325,-23.599999999999987,-7.900000000000001,0.30326577323971055,-21.046364
123,2228.3455,0.271484375,0.052965682,66.19765653373906,379.0,154.0,65.41178440909934,-28.16141563649922,-18.949999999999996,-7.700000000000005,0.30603061968941275,-8.585286
124,2967.077,0.244140625,0.052350238,71.72812527278438,603.0,328.0,54.08255374766156,-29.472426367049625,-30.15,-16.4,0.30872217764184695,-39.420456
125,3919.2031,0.005859375,0.051301267,73.13828154181829,467.0,139.0,49.2072026416008,-39.33497031114255,-23.349999999999984,-6.950000000000003,0.312260236517824,-26.207808
126,2807.7068,0.388671875,0.06187007,55.960156511107925,510.0,228.0,65.88625062389647,-24.290972147278904,-25.49999999999997,-11.400000000000002,0.3155260754873681,-21.99133
127,2550.555,0.279296875,0.05585427,50.01484404556686,423.0,128.0,67.4358544959109,-28.898676760470437,-21.14999999999999,-6.400000000000002,0.31759019046389003,-10.020101
128,1616.0747,0.32421875,0.04147831,52.627344014530536,338.0,291.0,75.27328064395927,-27.299554065268037,-16.90000000000001,-14.55,0.31977827220536087,-11.075029
129,5531.823,0.212890625,0.06548487,51.51953149453038,549.0,223.0,54.51219780694605,-32.08582193910943,-27.44999999999999,-11.150000000000002,0.32246830770854046,-30.925625
130,1297.9753,0.51171875,0.051517427,41.85937526379712,368.0,136.0,82.33690121423668,-19.899547420300365,-18.4,-6.8000000000000025,0.32436239489387964,6.42266
131,1529.663,0.689453125,0.06586787,56.037500319769606,570.0,19.0,84.74036773629864,-12.696204301370491,-28.499999999999993,-0.95,0.3251676652611319,0.48122323
132,3238.9016,0.22265625,0.054692924,64.43281274882611,440.0,329.0,57.70058810909235,-32.05229408080969,-21.99999999999999,-16.450000000000006,0.32624200529459274,-28.80945
133,2283.854,0.267578125,0.043323163,51.611719021282624,396.0,179.0,69.23307650457359,-30.41451860380529,-19.79999999999999,-8.950000000000005,0.32883767720095813,-11.266414
134,1007.5873,0.57421875,0.059445776,55.71640654030489,399.0,231.0,85.5141328082356,-17.64187642812815,-19.949999999999985,-11.549999999999995,0.3305391368974246,-3.3284867
135,5010.3896,0.021484375,0.057796877,62.71953152917558,558.0,132.0,49.19347467583522,-41.24391508261428,-27.89999999999999,-6.600000000000001,0.3326659184805022,-31.354864
136,2609.007,0.259765625,0.06325735,58.305469035578426,482.0,78.0,59.07618712859557,-31.406314363513587,-24.09999999999999,-3.9000000000000004,0.33595317389532836,-15.444063
137,2080.951,0.224609375,0.046374265,53.700781492341775,373.0,231.0,68.41722105980865,-33.184576301577415,-18.650000000000002,-11.550000000000002,0.3386322314112512,-14.969597
138,938.0393,0.771484375,0.05222803,59.03828154160874,431.0,133.0,90.60593321180757,-9.63723824764752,-21.549999999999986,-6.650000000000002,0.33962713927090166,8.280069
139,540.83496,0.7890625,0.053942036,94.16718779143412,378.0,154.0,86.6164965452829,-8.862389526766115,-18.89999999999999,-7.700000000000003,0.3388095178941243,10.914405
140,1187.9727,0.6484375,0.06230615,54.11718775134068,435.0,221.0,87.36339389327925,-14.938920285872188,-21.75,-11.05,0.3384390468705944,-4.1740823
141,2596.6218,0.576171875,0.06356995,52.716406521212775,664.0,228.0,75.98819338533954,-18.108270235636088,-33.20000000000001,-11.399999999999999,0.33884147481125904,-28.737675
142,857.2926,0.779296875,0.06192616,58.44609403674258,631.0,153.0,91.01438353654426,-9.372008724007605,-31.549999999999986,-7.650000000000001,0.3386353274905113,-13.30538
143,1297.4979,0.60546875,0.058711108,50.958594066731166,477.0,77.0,83.12527861565619,-16.723680068284192,-23.84999999999999,-3.8500000000000005,0.3382054043664629,2.4613347
144,573.76117,0.638671875,0.059623275,71.46484408801189,421.0,41.0,87.290993601501,-15.341405729442727,-21.04999999999999,-2.05,0.3383593229723399,13.744995
145,1371.7103,0.505859375,0.06870299,88.88359408226097,463.0,68.0,66.37814356636355,-21.000360233536476,-23.149999999999995,-3.4000000000000004,0.3387706864545509,-5.1783524
146,1579.4465,0.333984375,0.047904313,46.58125028107315,398.0,198.0,74.62696476349969,-28.608253948417662,-19.9,-9.9,0.34032648478805155,-9.45632
147,2240.155,0.28125,0.06388712,69.90000026696362,469.0,172.0,61.751771683904956,-31.077702587848375,-23.44999999999998,-8.600000000000001,0.34247563940766473,-19.795086
148,936.49506,0.62890625,0.05698111,59.327344045450445,544.0,218.0,85.17968170960137,-15.982332819121025,-27.199999999999985,-10.900000000000006,0.3439361016725922,-14.225069
149,2225.0981,0.263671875,0.06905632,50.18906276032794,475.0,172.0,64.49496677907673,-32.08726124734666,-23.749999999999993,-8.600000000000003,0.34496468702646765,-18.86058
150,1841.1382,0.361328125,0.06396042,54.77656276372727,424.0,150.0,70.48861940896752,-27.942213638813705,-21.200000000000006,-7.500000000000002,0.34714735599110474,-9.566246
151,3959.5342,0.240234375,0.06164538,73.59687529993244,629.0,130.0,47.075453551608966,-33.517816828924275,-31.45,-6.500000000000003,0.3492687311194473,-33.33069
152,2173.379,0.37890625,0.047297753,52.079687776160426,352.0,161.0,72.89930284145953,-27.516923724194136,-17.599999999999994,-8.050000000000004,0.3514849552594308,-3.4486182
153,3012.7642,0.255859375,0.053935844,78.98750026943162,483.0,184.0,58.479163417896885,-33.229290102940084,-24.149999999999988,-9.200000000000001,0.353455477571091,-23.728798
154,1285.4956,0.4765625,0.048552457,49.0132815130637,421.0,234.0,81.38919114112423,-23.359216730221394,-21.049999999999994,-11.7,0.355261216281734,-8.976239
155,1865.454,0.435546875,0.055963147,59.18906274379697,534.0,292.0,74.06877754616515,-25.366658187706207,-26.699999999999992,-14.599999999999994,0.35650690284934494,-26.823593
156,1969.672,0.408203125,0.07521534,52.96093780826777,547.0,149.0,68.20745894331341,-26.639002805563756,-27.34999999999998,-7.450000000000003,0.3576202412034783,-19.42407
157,1836.4332,0.421875,0.051933035,52.853906549105886,399.0,144.0,74.22598733181403,-26.130755076832806,-19.94999999999999,-7.200000000000002,0.3592137380615854,-4.5105705
158,738.32104,0.876953125,0.0670687,54.11328150896588,508.0,164.0,96.84719856949299,-5.583783257781118,-25.399999999999995,-8.200000000000001,0.35916340368971644,1.323323
159,2566.9644,0.6640625,0.056229923,47.36484402435599,402.0,161.0,77.26558643154603,-15.140867382543728,-20.099999999999998,-8.05,0.35816863520056225,-0.04848237
160,3291.6958,0.154296875,0.059608527,57.58750029176008,481.0,212.0,55.36902553032652,-38.44942004067505,-24.049999999999986,-10.600000000000001,0.35939612699509277,-28.188334
161,2768.6248,0.501953125,0.060294036,56.31015652552014,579.0,152.0,68.52877218769284,-22.642588273935214,-28.949999999999996,-7.600000000000002,0.3612786927756169,-20.068857
