Episode,Metrics/Avg_EndToEnd_Delay_ms,Metrics/SLA_Success_Rate,Metrics/Load_Variance,Metrics/Total_Cost,Metrics/AI_Instance_Thrashing,Metrics/Truncated_Actions,Rewards/R_base,Rewards/Penalty_SLA,Rewards/Penalty_Smoothness,Rewards/Penalty_Intent,CMDP/Dynamic_Lambda_SLA,Total_Reward,Loss/Actor,Loss/Critic,Loss/Entropy,Loss/Approx_KL
17,4479.6973,0.201171875,0.05972091,95.58203152316855,660.0,247.0,43.51564445836635,-5.381685924327715,-33.000000000000014,-12.349999999999998,0.053340769797877684,-34.558178,-0.0799640514771454,1.9319093346595764,-66.43666572570801,0.030386662110686302
18,2296.9568,0.654296875,0.04712702,85.15390652656788,421.0,103.0,77.36443654752827,-2.460363138852936,-21.049999999999986,-5.150000000000001,0.0567944230476214,8.96553,-0.0799640514771454,1.9319093346595764,-66.43666572570801,0.030386662110686302
19,1638.6046,0.404296875,0.053128142,75.2546877519926,443.0,364.0,69.36839137985632,-4.4359602305284636,-22.149999999999988,-18.19999999999999,0.05917643814962259,-18.249554,-0.0799640514771454,1.9319093346595764,-66.43666572570801,0.030386662110686302
20,1802.3959,0.486328125,0.05466064,77.54140653164359,462.0,119.0,69.80178485226288,-4.015377382081433,-23.099999999999977,-5.950000000000001,0.06224468835967829,-0.24766919,-0.0799640514771454,1.9319093346595764,-66.43666572570801,0.030386662110686302
21,610.98413,0.720703125,0.05025846,76.38359403255163,497.0,161.0,86.61336473998777,-2.233158745255689,-24.84999999999998,-8.050000000000002,0.06422598377451978,0.5855021,-0.0799640514771454,1.9319093346595764,-66.43666572570801,0.030386662110686302
22,1463.6519,0.515625,0.068615,76.84062526817434,530.0,276.0,67.65280850607843,-4.022979232102863,-26.499999999999975,-13.8,0.066264264663251,-18.611725,-0.0799640514771454,1.9319093346595764,-66.43666572570801,0.030386662110686302
23,4874.5713,0.10546875,0.06402046,74.92578150547342,556.0,322.0,45.96361866541308,-7.943987049994453,-27.799999999999994,-16.099999999999998,0.07016422545432772,-32.23475,-0.0799640514771454,1.9319093346595764,-66.43666572570801,0.030386662110686302
24,1716.8014,0.380859375,0.05111258,108.13828149979236,355.0,234.0,65.6768289476942,-5.814700996348335,-17.75,-11.699999999999998,0.07458895395804412,-3.0097694,-0.0799640514771454,1.9319093346595764,-66.43666572570801,0.030386662110686302
25,1532.0164,0.662109375,0.0740353,99.57109401858179,560.0,193.0,70.98734460911747,-3.2542886069456696,-28.000000000000004,-9.650000000000004,0.0769997587615175,-14.14489,-0.08024179487256333,2.42688360363245,-66.22158679962158,0.026829425245523453
26,3099.072,0.27734375,0.066045955,80.19375022919849,476.0,264.0,54.41993697966428,-7.283632206967845,-23.79999999999999,-13.199999999999998,0.07984698202685406,-19.414116,-0.08024179487256333,2.42688360363245,-66.22158679962158,0.026829425245523453
27,2954.3828,0.353515625,0.060318206,71.66953153099166,504.0,97.0,62.317448674149716,-6.827062998679071,-25.19999999999998,-4.8500000000000005,0.08369586399121859,-6.463732,-0.08024179487256333,2.42688360363245,-66.22158679962158,0.026829425245523453
28,1955.6409,0.484375,0.06754562,80.82578149047913,495.0,208.0,67.66170490285432,-5.618081391145014,-24.749999999999982,-10.4,0.08691500161775735,-11.808406,-0.08024179487256333,2.42688360363245,-66.22158679962158,0.026829425245523453
29,3216.7864,0.357421875,0.07647883,79.40781274239998,575.0,225.0,53.90005737923915,-7.2717727618161865,-28.749999999999982,-11.250000000000002,0.0898909780605677,-24.754765,-0.08024179487256333,2.42688360363245,-66.22158679962158,0.026829425245523453
30,2183.8403,0.419921875,0.057503585,98.37968776153866,587.0,190.0,59.53507057305409,-6.795334203767747,-29.35000000000001,-9.500000000000002,0.09324051736966367,-20.94657,-0.08024179487256333,2.42688360363245,-66.22158679962158,0.026829425245523453
31,4003.1672,0.298828125,0.06111924,63.657812764751725,574.0,159.0,52.37917648150918,-8.536542719635047,-28.69999999999998,-7.950000000000003,0.09651283586990232,-21.705729,-0.08024179487256333,2.42688360363245,-66.22158679962158,0.026829425245523453
32,2411.3428,0.201171875,0.0516849,59.81484400451882,443.0,281.0,63.21355889352183,-10.161455615194377,-22.149999999999995,-14.050000000000002,0.1007651748938065,-16.366951,-0.08024179487256333,2.42688360363245,-66.22158679962158,0.026829425245523453
33,2249.2756,0.44921875,0.06088258,68.64296904503135,541.0,146.0,71.36108263521156,-7.241216050585809,-27.049999999999994,-7.300000000000002,0.10425976090894667,-10.090562,-0.08302521577570587,1.0105086501687766,-66.8082558631897,0.04087613523006439
34,2941.08,0.501953125,0.058428593,94.94765651255148,655.0,139.0,64.20929281180827,-6.70893042639615,-32.75,-6.950000000000002,0.10697961272520777,-21.136456,-0.08302521577570587,1.0105086501687766,-66.8082558631897,0.04087613523006439
35,2689.9402,0.212890625,0.05309543,62.00546898593893,487.0,378.0,60.37497010188239,-10.960494741231019,-24.34999999999999,-18.89999999999999,0.1101851254362529,-27.13996,-0.08302521577570587,1.0105086501687766,-66.8082558631897,0.04087613523006439
36,1690.8828,0.537109375,0.03875959,58.71875025937334,365.0,262.0,79.24639152365357,-6.596368939719413,-18.249999999999996,-13.099999999999996,0.1136749317646594,-0.58448565,-0.08302521577570587,1.0105086501687766,-66.8082558631897,0.04087613523006439
37,3410.7537,0.35546875,0.069677204,63.08984397997847,511.0,307.0,57.820130222661064,-9.433695871702943,-25.549999999999994,-15.35,0.11610985980817272,-25.580948,-0.08302521577570587,1.0105086501687766,-66.8082558631897,0.04087613523006439
38,533.4326,0.828125,0.05172039,45.48750024079345,451.0,201.0,95.83518184508355,-2.508957302081261,-22.549999999999986,-10.049999999999997,0.11796831000558995,4.846397,-0.08302521577570587,1.0105086501687766,-66.8082558631897,0.04087613523006439
39,486.14862,0.87890625,0.05521152,83.42656275664922,511.0,230.0,91.62732746282107,-1.7983162758615263,-25.54999999999999,-11.500000000000002,0.11813663003762447,-5.7477345,-0.08302521577570587,1.0105086501687766,-66.8082558631897,0.04087613523006439
40,1386.5374,0.505859375,0.07068022,65.54921901313355,542.0,120.0,69.65248392491695,-7.386945334876805,-27.099999999999998,-6.000000000000002,0.1191859183420487,-8.674128,-0.08302521577570587,1.0105086501687766,-66.8082558631897,0.04087613523006439
41,2041.8398,0.564453125,0.066760994,67.61640648014145,490.0,235.0,73.82650214119137,-6.642662479616727,-24.499999999999982,-11.750000000000002,0.12154828834993946,-12.062067,-0.0957983426633291,1.2061150532215834,-66.5976788520813,0.0380169041454792
42,3121.3506,0.345703125,0.053870447,89.00859401299385,497.0,213.0,55.41544249395418,-10.22581418321473,-24.849999999999994,-10.650000000000002,0.12411655136450306,-18.145994,-0.0957983426633291,1.2061150532215834,-66.5976788520813,0.0380169041454792
43,481.10587,0.802734375,0.06131913,73.81718776270282,589.0,162.0,89.37930231197511,-3.061242797241942,-29.449999999999996,-8.100000000000001,0.12589799165084423,-8.135717,-0.0957983426633291,1.2061150532215834,-66.5976788520813,0.0380169041454792
44,957.9785,0.59765625,0.056438994,82.53828151203925,566.0,323.0,81.125309884812,-6.4440160018708745,-28.300000000000004,-16.15,0.12709702780961404,-21.652618,-0.0957983426633291,1.2061150532215834,-66.5976788520813,0.0380169041454792
45,869.5169,0.5625,0.052607477,105.28984405024676,423.0,113.0,74.91189091438524,-7.051856343132502,-21.149999999999995,-5.650000000000001,0.12871240390511163,5.522505,-0.0957983426633291,1.2061150532215834,-66.5976788520813,0.0380169041454792
46,1365.8031,0.498046875,0.047716167,74.26796901103808,432.0,191.0,72.91371429093242,-8.246897234459814,-21.599999999999998,-9.549999999999999,0.13091536586392788,-4.5025644,-0.0957983426633291,1.2061150532215834,-66.5976788520813,0.0380169041454792
47,3892.932,0.173828125,0.061501246,49.89765648270259,460.0,332.0,56.89960869975325,-14.014425822829134,-22.999999999999993,-16.599999999999998,0.1341577368111926,-25.061666,-0.0957983426633291,1.2061150532215834,-66.5976788520813,0.0380169041454792
48,2260.1245,0.39453125,0.042838793,60.75703149853507,412.0,311.0,70.69795806261203,-10.51636796134757,-20.59999999999999,-15.549999999999992,0.13793704264846168,-13.966067,-0.0957983426633291,1.2061150532215834,-66.5976788520813,0.0380169041454792
49,1357.7462,0.4921875,0.070315756,81.17500023008324,477.0,308.0,69.08495131235223,-8.953772727531684,-23.849999999999987,-15.4,0.14040373575294252,-18.843405,-0.09133291204925627,1.1312104016542435,-66.03457221984863,0.03973386809229851
50,5032.6943,0.017578125,0.061478104,62.306250283145346,520.0,140.0,47.723889290420274,-17.946098887458987,-25.999999999999986,-7.0,0.1441644438365586,-21.219585,-0.09133291204925627,1.1312104016542435,-66.03457221984863,0.03973386809229851
51,1930.56,0.275390625,0.05450513,85.71718775050249,380.0,271.0,61.483932698007614,-13.599773520168783,-18.999999999999996,-13.55,0.14860758604055482,-13.127995,-0.09133291204925627,1.1312104016542435,-66.03457221984863,0.039733868
52,4565.2046,0.10546875,0.059136458,81.45000021974556,604.0,254.0,46.07351455042808,-17.297422464542706,-30.199999999999996,-12.700000000000005,0.1526873937601529,-34.057106,-0.09133291204925627,1.1312104016542435,-66.03457221984863,0.039733868
53,2053.3247,0.353515625,0.0518913,62.01093774277251,461.0,240.0,68.54713899282868,-12.766393011419757,-23.04999999999998,-12.0,0.15672420717175714,-14.579382,-0.09133291204925627,1.1312104016542435,-66.03457221984863,0.039733868
54,5895.989,0.046875,0.062184006,50.15156275394838,622.0,155.0,48.98915635834921,-19.40279011497417,-31.09999999999998,-7.750000000000002,0.16078445522347212,-29.128044,-0.09133291204925627,1.1312104016542435,-66.03457221984863,0.039733868
55,5113.6636,0.072265625,0.066571355,73.1632815222838,641.0,204.0,45.23551085257722,-19.45493718130191,-32.05,-10.200000000000001,0.16558590111933813,-34.43977,-0.09133291204925627,1.1312104016542435,-66.03457221984863,0.039733868
56,2113.223,0.47265625,0.05701731,65.49531277560163,360.0,161.0,73.74026526271697,-11.27108199528231,-18.000000000000004,-8.050000000000004,0.16956721809044567,5.7349434,-0.09133291204925627,1.1312104016542435,-66.03457221984863,0.039733868
57,3489.3345,0.35546875,0.07527661,80.81718778505456,590.0,189.0,51.97726789273137,-13.949582570437771,-29.5,-9.450000000000003,0.17180749783431773,-26.23174,-0.07305527856806293,1.944932822138071,-66.37826833724975,0.02822437
58,3052.956,0.48046875,0.06804523,62.080469023727346,634.0,225.0,58.82338508199371,-11.369988213945888,-31.69999999999998,-11.25,0.1743588338687186,-28.560637,-0.07305527856806293,1.944932822138071,-66.37826833724975,0.02822437
59,7321.635,0.041015625,0.056114834,80.80625022097956,580.0,414.0,40.52586228068048,-21.601993576031898,-28.99999999999999,-20.7,0.17787020784877774,-44.48008,-0.07305527856806293,1.944932822138071,-66.37826833724975,0.02822437
60,1242.2178,0.59765625,0.06730706,70.01406277914066,537.0,214.0,80.53422177268271,-9.145669172169224,-26.84999999999998,-10.700000000000001,0.18086905416845156,-12.58644,-0.07305527856806293,1.944932822138071,-66.37826833724975,0.02822437
61,1419.9513,0.44140625,0.07198327,62.38984405453084,597.0,97.0,72.36766053055709,-12.851001492980137,-29.85,-4.850000000000001,0.1827783201007871,-12.66888,-0.07305527856806293,1.944932822138071,-66.37826833724975,0.02822437
62,1211.6969,0.677734375,0.05698784,66.32109402416972,504.0,138.0,83.08120183162626,-7.4379935275638855,-25.199999999999992,-6.900000000000001,0.18467938038369935,-1.6827984,-0.07305527856806293,1.944932822138071,-66.37826833724975,0.02822437
63,1424.8673,0.521484375,0.05095107,79.80937530566007,456.0,125.0,73.11365209458991,-11.155607882015921,-22.79999999999999,-6.25,0.18579887883117466,-1.5973985,-0.07305527856806293,1.944932822138071,-66.37826833724975,0.02822437
64,2196.8188,0.400390625,0.06691251,76.65703153453069,560.0,171.0,60.37996677975056,-14.183303654621554,-28.0,-8.550000000000002,0.1880136128572322,-19.804634,-0.07305527856806293,1.944932822138071,-66.37826833724975,0.02822437
65,4417.2354,0.234375,0.0353115,48.31484401848866,284.0,152.0,60.80132178159296,-18.48730782348225,-14.200000000000005,-7.600000000000004,0.19111571509013486,0.5532276,-0.08723368553910404,2.226256158947945,-67.16106300354004,0.03280747
66,2602.7295,0.26953125,0.06063079,61.40859398985049,523.0,155.0,58.99412961502919,-17.941315199043284,-26.14999999999999,-7.750000000000002,0.19450197054653262,-18.272123,-0.08723368553910404,2.226256158947945,-67.16106300354004,0.03280747
67,2417.476,0.4921875,0.054865103,73.14609401923371,495.0,235.0,63.322594047897056,-12.563434775757512,-24.749999999999975,-11.75,0.19716152049037405,-17.858265,-0.08723368553910404,2.226256158947945,-67.16106300354004,0.03280747
68,1576.1389,0.384765625,0.054307412,59.554687770898454,509.0,265.0,76.88394566334597,-15.464046867170914,-25.449999999999978,-13.25,0.19960944001948422,-18.07429,-0.08723368553910404,2.226256158947945,-67.16106300354004,0.03280747
69,465.31207,0.8828125,0.052836362,56.3781252738554,564.0,176.0,96.35771483677587,-2.9542790341507557,-28.199999999999985,-8.800000000000006,0.20046811133715794,-3.7677732,-0.08723368553910404,2.226256158947945,-67.16106300354004,0.03280747
70,289.77368,0.943359375,0.07447702,62.29843776545022,541.0,251.0,96.88030058707902,-1.4236630328782893,-27.04999999999999,-12.550000000000004,0.19967392699996736,-6.411792,-0.08723368553910404,2.226256158947945,-67.16106300354004,0.03280747
71,2117.4373,0.369140625,0.058115397,47.74843775911722,429.0,157.0,72.25914288447105,-15.93798111989117,-21.44999999999998,-7.850000000000003,0.20053359249497188,-4.4738865,-0.08723368553910404,2.226256158947945,-67.16106300354004,0.03280747
72,2436.5835,0.345703125,0.06670681,60.79687525308691,506.0,272.0,61.102035436387595,-16.76358964391627,-25.299999999999994,-13.600000000000001,0.20324695437630017,-23.043348,-0.08723368553910404,2.226256158947945,-67.16106300354004,0.03280747
73,3586.9333,0.185546875,0.056317285,55.63359401951311,431.0,272.0,58.55975350661416,-21.27223834012151,-21.55,-13.600000000000003,0.20665890637350795,-20.738134,-0.09420904810540379,0.8631436064839363,-66.0339846611023,0.036135886
74,2935.5393,0.1875,0.059135932,67.62187524302863,557.0,281.0,54.985113674203724,-21.609013141648287,-27.85,-14.049999999999999,0.21044150750767626,-31.075018,-0.09420904810540379,0.8631436064839363,-66.0339846611023,0.036135886
75,1528.9728,0.458984375,0.050219066,54.9304690202116,471.0,256.0,72.77536887839501,-14.497631309326696,-23.549999999999997,-12.8,0.21328835850377983,-14.7585745,-0.09420904810540379,0.8631436064839363,-66.0339846611023,0.036135886
76,1182.281,0.673828125,0.05348627,59.80156276805792,437.0,207.0,86.3496354708586,-8.776717769883605,-21.849999999999987,-10.350000000000003,0.21465919416286577,-0.10963549,-0.09420904810540379,0.8631436064839363,-66.0339846611023,0.036135886
77,3714.028,0.24609375,0.04389608,48.99453148577595,520.0,277.0,61.911526560124486,-20.62928077963835,-25.999999999999993,-13.849999999999998,0.2166732444619598,-26.19276,-0.09420904810540379,0.8631436064839363,-66.0339846611023,0.036135886
78,2333.016,0.47265625,0.05981819,62.69765650568297,575.0,233.0,62.67903062601207,-14.523608062511597,-28.749999999999996,-11.65,0.21928023891492227,-25.32447,-0.09420904810540379,0.8631436064839363,-66.0339846611023,0.036135886
79,6003.97,0.16015625,0.052007243,50.84687525383197,381.0,264.0,53.37805639836515,-23.599474457476806,-19.04999999999999,-13.200000000000001,0.22217326864922174,-19.6538,-0.09420904810540379,0.8631436064839363,-66.0339846611023,0.036135886
80,384.5554,0.853515625,0.05791342,69.66875026864,511.0,245.0,94.34597315457289,-4.1393243260331465,-25.549999999999986,-12.25,0.2239057277795941,-5.273006,-0.09420904810540379,0.8631436064839363,-66.0339846611023,0.036135886
81,2753.6626,0.224609375,0.06311133,56.06484402361093,507.0,156.0,60.45365515804503,-22.07551471803529,-25.349999999999994,-7.800000000000001,0.2253417382807516,-17.73098,-0.08874585856683552,1.0809566043317318,-65.95388460159302,0.04010541
82,2583.1577,0.2421875,0.05623834,59.41875023744069,513.0,246.0,60.129131725944816,-21.890141873091057,-25.649999999999984,-12.299999999999999,0.22870588018559543,-24.294144,-0.08874585856683552,1.0809566043317318,-65.95388460159302,0.04010541
83,1972.1646,0.384765625,0.06432931,58.30859401955968,471.0,294.0,67.37787417634487,-17.942047175571528,-23.54999999999999,-14.699999999999996,0.231523030851551,-20.662283,-0.08874585856683552,1.0809566043317318,-65.95388460159302,0.04010541
84,5093.5015,0.103515625,0.06105291,66.88906274770852,508.0,294.0,50.15660915608556,-26.658011264440855,-25.39999999999999,-14.699999999999996,0.23478239529987716,-31.794363,-0.08874585856683552,1.0809566043317318,-65.95388460159302,0.04010541
85,1252.2006,0.49609375,0.06452143,66.31562525313348,488.0,214.0,76.86373313594599,-15.058373719165663,-24.39999999999999,-10.700000000000003,0.23779086580639353,-11.8837,-0.08874585856683552,1.0809566043317318,-65.95388460159302,0.04010541
86,2701.1965,0.314453125,0.07634148,64.86953149765031,565.0,193.0,61.24599923130727,-20.7611736787181,-28.249999999999982,-9.650000000000002,0.2401311317138387,-23.975199,-0.08874585856683552,1.0809566043317318,-65.95388460159302,0.04010541
87,3300.1274,0.185546875,0.06161466,95.48281277588103,442.0,207.0,53.7346351508953,-25.04064110834898,-22.099999999999998,-10.349999999999998,0.24322676045692496,-20.243975,-0.08874585856683552,1.0809566043317318,-65.95388460159302,0.04010541
88,1879.0934,0.46875,0.057311725,61.229687754414044,583.0,208.0,67.40374165060437,-16.398548355339226,-29.149999999999988,-10.400000000000002,0.24580057512963238,-22.61948,-0.08874585856683552,1.0809566043317318,-65.95388460159302,0.04010541
89,4826.6694,0.048828125,0.06140695,55.516406507987995,510.0,231.0,50.03152439975471,-29.98188263518068,-25.499999999999996,-11.549999999999999,0.24887786228783348,-29.959934,-0.0836813244764926,0.7952098570764065,-66.18083782196045,0.04415328
90,1875.7043,0.326171875,0.03219334,52.93671897071181,389.0,240.0,71.39406778339905,-21.46289289770065,-19.449999999999992,-11.999999999999998,0.2524428693739946,-9.559361,-0.0836813244764926,0.7952098570764065,-66.18083782196045,0.04415328
91,5920.624,0.052734375,0.06485222,51.400000257301144,475.0,221.0,48.06690704363367,-30.700530019220007,-23.74999999999999,-11.049999999999997,0.2558234558571655,-28.258808,-0.0836813244764926,0.7952098570764065,-66.18083782196045,0.04415328
92,3524.5945,0.197265625,0.06271421,49.68906271283049,564.0,246.0,58.693733203726794,-26.370707405591347,-28.199999999999992,-12.300000000000004,0.2598625981490419,-30.603363,-0.0836813244764926,0.7952098570764065,-66.18083782196045,0.04415328
93,964.9465,0.650390625,0.07284086,57.43593775911722,522.0,287.0,84.99673294424457,-11.543559512320549,-26.09999999999998,-14.35,0.26213607835709896,-16.806417,-0.0836813244764926,0.7952098570764065,-66.18083782196045,0.04415328
94,3124.7332,0.568359375,0.04735655,46.64765652274946,315.0,140.0,70.89015363277034,-14.219853284337121,-15.749999999999998,-7.000000000000003,0.26251160763850945,7.7221866,-0.0836813244764926,0.7952098570764065,-66.18083782196045,0.04415328
95,2528.2305,0.564453125,0.04421783,53.95625024125911,357.0,210.0,70.99330073496094,-14.428012265821451,-17.849999999999998,-10.500000000000002,0.2633714082940605,-3.3451934,-0.0836813244764926,0.7952098570764065,-66.18083782196045,0.04415328
96,5340.7188,0.1640625,0.059427895,50.34843773173634,428.0,336.0,51.24020278737616,-28.109570067520313,-21.4,-16.799999999999994,0.26591789945018035,-29.328773,-0.0836813244764926,0.7952098570764065,-66.18083782196045,0.04415328
97,1363.8231,0.61328125,0.06628202,54.80781276978087,546.0,218.0,82.11270479916345,-13.001305822500449,-27.299999999999994,-10.9,0.26818178080244975,-15.354712,-0.08550852942280471,1.4619141779839993,-65.26602849960327,0.037693754
98,4147.638,0.15625,0.0530156,46.54453151096823,385.0,215.0,57.8841180744963,-28.83568054325388,-19.249999999999996,-10.75,0.2701949994057922,-16.672194,-0.08550852942280471,1.4619141779839993,-65.26602849960327,0.037693754
99,4332.2563,0.123046875,0.06804294,55.28750024572946,630.0,274.0,50.92476851519316,-30.391900199343837,-31.500000000000007,-13.7,0.27397917352570134,-39.03213,-0.08550852942280471,1.4619141779839993,-65.26602849960327,0.037693754
100,2246.5784,0.380859375,0.058869787,59.79765652882634,454.0,158.0,64.5674254591888,-21.581412398464657,-22.69999999999999,-7.900000000000001,0.27680342588786006,-13.051833,-0.08550852942280471,1.4619141779839993,-65.26602849960327,0.037693754
101,2596.5696,0.34375,0.057750784,65.80078147939639,463.0,240.0,62.14456780893855,-23.1059032266606,-23.149999999999995,-12.000000000000002,0.27925690412888804,-21.086555,-0.08550852942280471,1.4619141779839993,-65.26602849960327,0.037693754
102,6983.1675,0.095703125,0.066685244,54.19531274668407,515.0,233.0,46.9252780582842,-32.300078582645114,-25.750000000000007,-11.65,0.2821161027822318,-32.292374,-0.08550852942280471,1.4619141779839993,-65.26602849960327,0.037693754
103,2356.695,0.279296875,0.056100957,66.18671901355265,487.0,184.0,62.16204213074176,-25.977708509916724,-24.349999999999973,-9.200000000000001,0.2854609548149174,-19.206997,-0.08550852942280471,1.4619141779839993,-65.26602849960327,0.037693754
104,789.44525,0.720703125,0.050946217,62.59609402710339,448.0,241.0,86.22516833151481,-9.972829442957483,-22.399999999999995,-12.049999999999999,0.2868933163361633,-5.364521,-0.08550852942280471,1.4619141779839993,-65.26602849960327,0.037693754
105,1118.8635,0.51171875,0.054143194,55.828125240514055,397.0,284.0,80.68702496089608,-17.603727182057597,-19.849999999999994,-14.200000000000001,0.28738043946911,-8.757356,-0.08885485882638022,1.101776947826147,-66.13641910552978,0.037825048
106,1635.7903,0.50390625,0.07187802,67.55078154447256,552.0,140.0,69.95445792688677,-17.9741132893889,-27.59999999999999,-7.000000000000001,0.28862219519024335,-14.9388485,-0.08885485882638022,1.101776947826147,-66.13641910552978,0.037825048
107,1562.3046,0.501953125,0.037597664,57.165625295136124,356.0,192.0,78.51125972796737,-18.1338829161747,-17.800000000000004,-9.6,0.2899576813289675,1.5951078,-0.08885485882638022,1.101776947826147,-66.13641910552978,0.037825048
108,2720.832,0.24609375,0.05811232,50.615625272737816,513.0,177.0,60.937030217193396,-27.80252180193258,-25.649999999999977,-8.85,0.2919945463956406,-21.40401,-0.08885485882638022,1.101776947826147,-66.13641910552978,0.037825048
109,655.6199,0.779296875,0.054307997,61.72890656796517,475.0,75.0,91.4735082088688,-8.002379806065463,-23.749999999999986,-3.7500000000000004,0.2931917576423027,10.575536,-0.08885485882638022,1.101776947826147,-66.13641910552978,0.037825048
110,7292.067,0.041015625,0.052352723,65.52812522090971,536.0,301.0,42.771546236755434,-35.82724980193414,-26.79999999999999,-15.049999999999997,0.2949639398143647,-39.41625,-0.08885485882638022,1.101776947826147,-66.13641910552978,0.037825048
111,2638.495,0.2109375,0.052457865,65.6101565103163,417.0,178.0,61.557778806610976,-29.780403714217933,-20.849999999999987,-8.900000000000002,0.2986021085807356,-15.691359,-0.08885485882638022,1.101776947826147,-66.13641910552978,0.037825048
112,3442.255,0.341796875,0.049634077,52.65546898491448,426.0,411.0,65.00248868743385,-25.02208272669376,-21.299999999999994,-20.549999999999994,0.3014520962840896,-29.358898,-0.08885485882638022,1.101776947826147,-66.13641910552978,0.037825048
113,2911.8945,0.23046875,0.06583701,81.39609399501933,477.0,373.0,54.66890229268566,-29.542744754133658,-23.84999999999998,-18.649999999999988,0.30386015580579123,-34.174324,-0.07945320568978786,1.8598015941679478,-65.48153314590454,0.030757295
114,2677.1763,0.505859375,0.064169385,43.9460939799319,504.0,313.0,70.2555013061806,-18.982599404241007,-25.19999999999999,-15.650000000000002,0.30599000840982976,-23.193415,-0.07945320568978786,1.8598015941679478,-65.48153314590454,0.030757295
115,6435.886,0.095703125,0.0702232,65.15234402910573,629.0,75.0,47.30656424666541,-35.30208239130193,-31.450000000000006,-3.75,0.30834447585221,-30.58825,-0.07945320568978786,1.8598015941679478,-65.48153314590454,0.030757295
